0	20270
100	22436
200	22436
300	22436
400	22436
500	22436
600	22436
700	22436
800	22436
900	22436
1000	22436
1100	22436
1200	22436
1300	22436
1400	22436
1500	22436
1600	22436
1700	22436
1800	22436
1900	22436
2000	22436
2100	22436
2200	22436
2300	22436
2400	22436
2500	22436
2600	22436
2700	22436
2800	22436
2900	22436
3000	22436
3100	22436
3200	22436
3300	22436
3400	22436
3500	22436
3600	22436
3700	22436
3800	22436
3900	22436
4000	22436
4100	22436
4200	22436
4300	22436
4400	22436
4500	22436
4600	22436
4700	22436
4800	22436
4900	22436
5000	22436
5100	22436
5200	22436
5300	22436
5400	22436
5500	22436
5600	22436
5700	22436
5800	22436
5900	22436
6000	22436
6100	22436
6200	22436
6300	22436
6400	22436
6500	22436
6600	22436
6700	22436
6800	22436
6900	22436
7000	22436
7100	22436
7200	22436
7300	22436
7400	22436
7500	22436
7600	22436
7700	22436
7800	22436
7900	22436
8000	22436
8100	22436
8200	22436
8300	22436
8400	22436
8500	22436
8600	22436
8700	22436
8800	22436
8900	22436
9000	22436
9100	22436
9200	22436
9300	22436
9400	22436
9500	22436
9600	22436
9700	22436
9800	22436
9900	22436
10000	22436
10100	22436
10200	22436
10300	22436
