0	20787
100	32731
200	42451
300	52171
400	61891
500	71611
600	81331
700	91051
800	100771
900	110491
1000	120211
1100	129931
1200	139651
1300	149371
1400	159091
1500	168811
1600	178531
1700	188251
1800	197971
1900	207691
2000	217411
2100	227131
2200	236851
2300	246571
2400	256291
2500	266011
2600	275731
2700	285451
2800	295171
2900	304891
3000	314611
3100	324331
3200	334051
3300	343771
3400	353491
3500	363211
3600	372931
3700	382651
3800	392371
3900	402091
4000	411811
4100	421531
4200	431251
4300	440971
4400	450691
4500	460411
4600	470131
4700	479851
4800	489571
4900	499291
5000	509011
5100	518731
5200	528451
5300	538171
5400	547891
5500	557611
5600	567331
5700	577051
5800	586771
5900	596491
6000	606211
6100	615931
6200	625651
6300	635371
6400	645091
6500	654811
6600	664531
6700	674251
6800	683971
6900	693691
7000	703411
7100	713131
7200	722851
7300	732571
7400	742291
7500	752011
7600	761731
7700	771451
7800	781171
7900	790891
